,artist,acousticness,danceability,energy,loudness,tempo,valence,name_album,name_track
0,Michael Jackson,0.2491762043961884,0.723728913184036,0.6901767545631139,0.26492320433622324,0.5475562736511828,0.6145148247978436,,
1861,Eminem,0.05845070422535211,0.9761163032191069,0.6452599388379205,0.13507842941352785,0.5782921210846771,0.9816326530612245,Encore,Just Lose It
